Case Name, C1, C2, C3, C4
29,29;30,30;30
29,7;8,10;12
29,12;12,10;10
29,18;18,15;17
29,6;9.3,8;9.3
29,11;13,10;12
29,11;11,11;13
29,22;24,17;19
29,13;15.2,14;15.2
29,16;17,17;17
29,12;12,8;11
29,15;15,13;17
29,11;12,12;12
29,20;24,22;25
30,11;14,14;14
30,29;30,28;30.2
30,7;8,8;10
30,12;12,12;12
30,18;18,15;15
30,6;9.3,8;9.3
30,11;13,12;13
30,11;11,11;13
30,22;24,20;25
30,13;15.2,14;14
30,16;17,15;18
30,12;12,8;8
30,15;15,13;15
30,11;12,12;13
30,20;24,20;23
31,11;14,12;15
31,29;30,28;29
31,7;8,11;11
31,12;12,10;12
31,18;18,17;17
31,6;9.3,7;7
31,11;13,11;14
31,11;11,9;9
31,22;24,16;17
31,13;15.2,12;15.2
31,16;17,16;20
31,12;12,8;9
31,15;15,16;18
31,11;12,10;12
31,20;24,22;24
32,13;13,14;15
32,29;33.2,28;29
32,11;12,8;11
32,11;11,10;11
32,17;18,16;16
32,6;7,7;9
32,10;11,12;13
32,8;10,11;11
32,17;24,17;19
32,13.2;14,12;15.2
32,17;18,15;16
32,8;10,8;11
32,14;15,12;15
32,9;12,11;12
32,24;26,23;25
33,13;13,14;15
33,29;33.2,29;30.2
33,11;12,10;10
33,11;11,11;11
33,17;18,14;17
33,6;7,6;7
33,10;11,11;12
33,8;10,13;13
33,17;24,20;20
33,13.2;14,13;15
33,17;18,17;17
33,8;10,8;8
33,14;15,12;15
33,9;12,10;12
33,24;26,22;22
34,13;13,10;13
34,29;33.2,30;32
34,11;12,8;10
34,11;11,12;13
34,17;18,15;16
34,6;7,7;10
34,10;11,8;10
34,8;10,11;13
34,17;24,17;23
34,13.2;14,13;15.2
34,17;18,14;19
34,8;10,11;11
34,14;15,14;15
34,9;12,9;12
34,24;26,22;27
35,13;14,14;15
35,28;33.2,28;29
35,9;12,8;11
35,12;12,10;11
35,15;18,16;16
35,7;8,7;9
35,9;12,12;13
35,9;12,11;11
35,17;20,17;19
35,14;14,12;15.2
35,17;18,15;16
35,8;8,8;11
35,13;14,12;15
35,12;12,11;12
35,21;24,23;25
36,13;14,14;15
36,28;33.2,29;30.2
36,9;12,10;10
36,12;12,11;11
36,15;18,14;17
36,7;8,6;7
36,9;12,11;12
36,9;12,13;13
36,17;20,20;20
36,14;14,13;15
36,17;18,17;17
36,8;8,8;8
36,13;14,12;15
36,12;12,10;12
36,21;24,22;22
37,13;14,13;13
37,28;33.2,29;33.2
37,9;12,11;12
37,12;12,11;11
37,15;18,17;18
37,7;8,6;7
37,9;12,10;11
37,9;12,8;10
37,17;20,17;24
37,14;14,13.2;14
37,17;18,17;18
37,8;8,8;10
37,13;14,14;15
37,12;12,9;12
37,21;24,24;26
38,13;14,10;13
38,28;33.2,30;32
38,9;12,8;10
38,12;12,12;13
38,15;18,15;16
38,7;8,7;10
38,9;12,8;10
38,9;12,11;13
38,17;20,17;23
38,14;14,13;15.2
38,17;18,14;19
38,8;8,11;11
38,13;14,14;15
38,12;12,9;12
38,21;24,22;27
39,14;14,11;14
39,28;30.2,29;30
39,8;10,7;8
39,12;12,12;12
39,15;15,18;18
39,8;9.3,6;9.3
39,12;13,11;13
39,11;13,11;11
39,20;25,22;24
39,14;14,13;15.2
39,15;18,16;17
39,8;8,12;12
39,13;15,15;15
39,12;13,11;12
39,20;23,20;24
40,14;14,14;15
40,28;30.2,29;29
40,8;10,10;12
40,12;12,10;10
40,15;15,16;17
40,8;9.3,6;9
40,12;13,11;11
40,11;13,11;11
40,20;25,20;20
40,14;14,13;15
40,15;18,17;19
40,8;8,9;11
40,13;15,15;24
40,12;13,9;11
40,20;23,18;21
41,14;14,13;15
41,28;30.2,30;30
41,8;10,10;12
41,12;12,10;10
41,15;15,15;17
41,8;9.3,8;9.3
41,12;13,10;12
41,11;13,11;13
41,20;25,17;19
41,14;14,14;15.2
41,15;18,17;17
41,8;8,8;11
41,13;15,13;17
41,12;13,12;12
41,20;23,22;25
42,14;14,12;15
42,28;30.2,28;29
42,8;10,11;11
42,12;12,10;12
42,15;15,17;17
42,8;9.3,7;7
42,12;13,11;14
42,11;13,9;9
42,20;25,16;17
42,14;14,12;15.2
42,15;18,16;20
42,8;8,8;9
42,13;15,16;18
42,12;13,10;12
42,20;23,22;24
43,12;15,11;14
43,28;29,29;30
43,11;11,7;8
43,10;12,12;12
43,17;17,18;18
43,7;7,6;9.3
43,11;14,11;13
43,9;9,11;11
43,16;17,22;24
43,12;15.2,13;15.2
43,16;20,16;17
43,8;9,12;12
43,16;18,15;15
43,10;12,11;12
43,22;24,20;24
44,12;15,14;15
44,28;29,29;29
44,11;11,10;12
44,10;12,10;10
44,17;17,16;17
44,7;7,6;9
44,11;14,11;11
44,9;9,11;11
44,16;17,20;20
44,12;15.2,13;15
44,16;20,17;19
44,8;9,9;11
44,16;18,15;24
44,10;12,9;11
44,22;24,18;21
45,12;15,13;15
45,28;29,30;30
45,11;11,10;12
45,10;12,10;10
45,17;17,15;17
45,7;7,8;9.3
45,11;14,10;12
45,9;9,11;13
45,16;17,17;19
45,12;15.2,14;15.2
45,16;20,17;17
45,8;9,8;11
45,16;18,13;17
45,10;12,12;12
45,22;24,22;25
46,12;15,14;14
46,28;29,28;30.2
46,11;11,8;10
46,10;12,12;12
46,17;17,15;15
46,7;7,8;9.3
46,11;14,12;13
46,9;9,11;13
46,16;17,20;25
46,12;15.2,14;14
46,16;20,15;18
46,8;9,8;8
46,16;18,13;15
46,10;12,12;13
46,22;24,20;23
47,10;13,14;15
47,30;32,28;29
47,8;10,8;11
47,12;13,10;11
47,15;16,16;16
47,7;10,7;9
47,8;10,12;13
47,11;13,11;11
47,17;23,17;19
47,13;15.2,12;15.2
47,14;19,15;16
47,11;11,8;11
47,14;15,12;15
47,9;12,11;12
47,22;27,23;25
48,10;13,14;15
48,30;32,29;30.2
48,8;10,10;10
48,12;13,11;11
48,15;16,14;17
48,7;10,6;7
48,8;10,11;12
48,11;13,13;13
48,17;23,20;20
48,13;15.2,13;15
48,14;19,17;17
48,11;11,8;8
48,14;15,12;15
48,9;12,10;12
48,22;27,22;22
49,10;13,13;13
49,30;32,29;33.2
49,8;10,11;12
49,12;13,11;11
49,15;16,17;18
49,7;10,6;7
49,8;10,10;11
49,11;13,8;10
49,17;23,17;24
49,13;15.2,13.2;14
49,14;19,17;18
49,11;11,8;10
49,14;15,14;15
49,9;12,9;12
49,22;27,24;26
50,10;13,13;14
50,30;32,28;33.2
50,8;10,9;12
50,12;13,12;12
50,15;16,15;18
50,7;10,7;8
50,8;10,9;12
50,11;13,9;12
50,17;23,17;20
50,13;15.2,14;14
50,14;19,17;18
50,11;11,8;8
50,14;15,13;14
50,9;12,12;12
50,22;27,21;24
51,14;15,14;15
51,28;29,29;30.2
51,8;11,10;10
51,10;11,11;11
51,16;16,14;17
51,7;9,6;7
51,12;13,11;12
51,11;11,13;13
51,17;19,20;20
51,12;15.2,13;15
51,15;16,17;17
51,8;11,8;8
51,12;15,12;15
51,11;12,10;12
51,23;25,22;22
52,14;15,13;14
52,28;29,28;33.2
52,8;11,9;12
52,10;11,12;12
52,16;16,15;18
52,7;9,7;8
52,12;13,9;12
52,11;11,9;12
52,17;19,17;20
52,12;15.2,14;14
52,15;16,17;18
52,8;11,8;8
52,12;15,13;14
52,11;12,12;12
52,23;25,21;24
53,14;15,10;13
53,28;29,30;32
53,8;11,8;10
53,10;11,12;13
53,16;16,15;16
53,7;9,7;10
53,12;13,8;10
53,11;11,11;13
53,17;19,17;23
53,12;15.2,13;15.2
53,15;16,14;19
53,8;11,11;11
53,12;15,14;15
53,11;12,9;12
53,23;25,22;27
54,14;15,14;15
54,29;30.2,28;29
54,10;10,8;11
54,11;11,10;11
54,14;17,16;16
54,6;7,7;9
54,11;12,12;13
54,13;13,11;11
54,20;20,17;19
54,13;15,12;15.2
54,17;17,15;16
54,8;8,8;11
54,12;15,12;15
54,10;12,11;12
54,22;22,23;25
55,14;15,13;13
55,29;30.2,29;33.2
55,10;10,11;12
55,11;11,11;11
55,14;17,17;18
55,6;7,6;7
55,11;12,10;11
55,13;13,8;10
55,20;20,17;24
55,13;15,13.2;14
55,17;17,17;18
55,8;8,8;10
55,12;15,14;15
55,10;12,9;12
55,22;22,24;26
56,14;15,13;14
56,29;30.2,28;33.2
56,10;10,9;12
56,11;11,12;12
56,14;17,15;18
56,6;7,7;8
56,11;12,9;12
56,13;13,9;12
56,20;20,17;20
56,13;15,14;14
56,17;17,17;18
56,8;8,8;8
56,12;15,13;14
56,10;12,12;12
56,22;22,21;24
57,14;15,10;13
57,29;30.2,30;32
57,10;10,8;10
57,11;11,12;13
57,14;17,15;16
57,6;7,7;10
57,11;12,8;10
57,13;13,11;13
57,20;20,17;23
57,13;15,13;15.2
57,17;17,14;19
57,8;8,11;11
57,12;15,14;15
57,10;12,9;12
57,22;22,22;27
58,13;13,14;15
58,29;33.2,28;29
58,11;12,8;11
58,11;11,10;11
58,17;18,16;16
58,6;7,7;9
58,10;11,12;13
58,8;10,11;11
58,17;24,17;19
58,13.2;14,12;15.2
58,17;18,15;16
58,8;10,8;11
58,14;15,12;15
58,9;12,11;12
58,24;26,23;25
59,13;13,14;15
59,29;33.2,29;30.2
59,11;12,10;10
59,11;11,11;11
59,17;18,14;17
59,6;7,6;7
59,10;11,11;12
59,8;10,13;13
59,17;24,20;20
59,13.2;14,13;15
59,17;18,17;17
59,8;10,8;8
59,14;15,12;15
59,9;12,10;12
59,24;26,22;22
60,13;13,13;14
60,29;33.2,28;33.2
60,11;12,9;12
60,11;11,12;12
60,17;18,15;18
60,6;7,7;8
60,10;11,9;12
60,8;10,9;12
60,17;24,17;20
60,13.2;14,14;14
60,17;18,17;18
60,8;10,8;8
60,14;15,13;14
60,9;12,12;12
60,24;26,21;24
61,13;13,10;13
61,29;33.2,30;32
61,11;12,8;10
61,11;11,12;13
61,17;18,15;16
61,6;7,7;10
61,10;11,8;10
61,8;10,11;13
61,17;24,17;23
61,13.2;14,13;15.2
61,17;18,14;19
61,8;10,11;11
61,14;15,14;15
61,9;12,9;12
61,24;26,22;27
62,13;14,13;13
62,28;33.2,29;33.2
62,9;12,11;12
62,12;12,11;11
62,15;18,17;18
62,7;8,6;7
62,9;12,10;11
62,9;12,8;10
62,17;20,17;24
62,14;14,13.2;14
62,17;18,17;18
62,8;8,8;10
62,13;14,14;15
62,12;12,9;12
62,21;24,24;26
63,13;14,14;15
63,28;33.2,28;29
63,9;12,8;11
63,12;12,10;11
63,15;18,16;16
63,7;8,7;9
63,9;12,12;13
63,9;12,11;11
63,17;20,17;19
63,14;14,12;15.2
63,17;18,15;16
63,8;8,8;11
63,13;14,12;15
63,12;12,11;12
63,21;24,23;25
64,10;13,14;15
64,30;32,29;30.2
64,8;10,10;10
64,12;13,11;11
64,15;16,14;17
64,7;10,6;7
64,8;10,11;12
64,11;13,13;13
64,17;23,20;20
64,13;15.2,13;15
64,14;19,17;17
64,11;11,8;8
64,14;15,12;15
64,9;12,10;12
64,22;27,22;22
65,10;13,13;13
65,30;32,29;33.2
65,8;10,11;12
65,12;13,11;11
65,15;16,17;18
65,7;10,6;7
65,8;10,10;11
65,11;13,8;10
65,17;23,17;24
65,13;15.2,13.2;14
65,14;19,17;18
65,11;11,8;10
65,14;15,14;15
65,9;12,9;12
65,22;27,24;26
66,10;13,14;15
66,30;32,28;29
66,8;10,8;11
66,12;13,10;11
66,15;16,16;16
66,7;10,7;9
66,8;10,12;13
66,11;13,11;11
66,17;23,17;19
66,13;15.2,12;15.2
66,14;19,15;16
66,11;11,8;11
66,14;15,12;15
66,9;12,11;12
66,22;27,23;25
67,10;13,13;14
67,30;32,28;33.2
67,8;10,9;12
67,12;13,12;12
67,15;16,15;18
67,7;10,7;8
67,8;10,9;12
67,11;13,9;12
67,17;23,17;20
67,13;15.2,14;14
67,14;19,17;18
67,11;11,8;8
67,14;15,13;14
67,9;12,12;12
67,22;27,21;24
68,11;15,12;15
68,29;30.2,27;29
68,9;12,8;13
68,11;12,12;13
68,16;18,15;17
68,6;6,9.3;9.3
68,12;12,9;13
68,12;13,12;13
68,18;21,17;17
68,13;14,14;15
68,19;19,16;18
68,9;10,8;8
68,14;15,16;19
68,11;12,11;12
68,21;21,20;20
69,11;15,12;15
69,29;30.2,27;29
69,9;12,8;13
69,11;12,12;13
69,16;18,15;17
69,6;6,9.3;9.3
69,12;12,9;13
69,12;13,12;13
69,18;21,17;17
69,13;14,14;15
69,19;19,16;18
69,9;10,8;8
69,14;15,16;19
69,11;12,11;12
69,21;21,20;20
70,12;15,11;15
70,27;29,29;30.2
70,8;13,9;12
70,12;13,11;12
70,15;17,16;18
70,9.3;9.3,6;6
70,9;13,12;12
70,12;13,12;13
70,17;17,18;21
70,14;15,13;14
70,16;18,19;19
70,8;8,9;10
70,16;19,14;15
70,11;12,11;12
70,20;20,21;21
71,12;15,11;15
71,27;29,29;30.2
71,8;13,9;12
71,12;13,11;12
71,15;17,16;18
71,9.3;9.3,6;6
71,9;13,12;12
71,12;13,12;13
71,17;17,18;21
71,14;15,13;14
71,16;18,19;19
71,8;8,9;10
71,16;19,14;15
71,11;12,11;12
71,20;20,21;21
72,14;15,13;13
72,28;29,29;33.2
72,8;11,11;12
72,10;11,11;11
72,16;16,17;18
72,7;9,6;7
72,12;13,10;11
72,11;11,8;10
72,17;19,17;24
72,12;15.2,13.2;14
72,15;16,17;18
72,8;11,8;10
72,12;15,14;15
72,11;12,9;12
72,23;25,24;26
73,14;15,13;14
73,29;30.2,28;33.2
73,10;10,9;12
73,11;11,12;12
73,14;17,15;18
73,6;7,7;8
73,11;12,9;12
73,13;13,9;12
73,20;20,17;20
73,13;15,14;14
73,17;17,17;18
73,8;8,8;8
73,12;15,13;14
73,10;12,12;12
73,22;22,21;24
74,11;14,14;15
74,29;30,29;29
74,7;8,10;12
74,12;12,10;10
74,18;18,16;17
74,6;9.3,6;9
74,11;13,11;11
74,11;11,11;11
74,22;24,20;20
74,13;15.2,13;15
74,16;17,17;19
74,12;12,9;11
74,15;15,15;24
74,11;12,9;11
74,20;24,18;21
75,11;14,13;15
75,29;30,30;30
75,7;8,10;12
75,12;12,10;10
75,18;18,15;17
75,6;9.3,8;9.3
75,11;13,10;12
75,11;11,11;13
75,22;24,17;19
75,13;15.2,14;15.2
75,16;17,17;17
75,12;12,8;11
75,15;15,13;17
75,11;12,12;12
75,20;24,22;25
76,11;14,12;15
76,29;30,28;29
76,7;8,11;11
76,12;12,10;12
76,18;18,17;17
76,6;9.3,7;7
76,11;13,11;14
76,11;11,9;9
76,22;24,16;17
76,13;15.2,12;15.2
76,16;17,16;20
76,12;12,8;9
76,15;15,16;18
76,11;12,10;12
76,20;24,22;24
77,13;13,14;15
77,29;33.2,28;29
77,11;12,8;11
77,11;11,10;11
77,17;18,16;16
77,6;7,7;9
77,10;11,12;13
77,8;10,11;11
77,17;24,17;19
77,13.2;14,12;15.2
77,17;18,15;16
77,8;10,8;11
77,14;15,12;15
77,9;12,11;12
77,24;26,23;25
78,13;13,13;14
78,29;33.2,28;33.2
78,11;12,9;12
78,11;11,12;12
78,17;18,15;18
78,6;7,7;8
78,10;11,9;12
78,8;10,9;12
78,17;24,17;20
78,13.2;14,14;14
78,17;18,17;18
78,8;10,8;8
78,14;15,13;14
78,9;12,12;12
78,24;26,21;24
79,13;13,10;13
79,29;33.2,30;32
79,11;12,8;10
79,11;11,12;13
79,17;18,15;16
79,6;7,7;10
79,10;11,8;10
79,8;10,11;13
79,17;24,17;23
79,13.2;14,13;15.2
79,17;18,14;19
79,8;10,11;11
79,14;15,14;15
79,9;12,9;12
79,24;26,22;27
80,14;15,12;15
80,29;29,28;29
80,10;12,11;11
80,10;10,10;12
80,16;17,17;17
80,6;9,7;7
80,11;11,11;14
80,11;11,9;9
80,20;20,16;17
80,13;15,12;15.2
80,17;19,16;20
80,9;11,8;9
80,15;24,16;18
80,9;11,10;12
80,18;21,22;24
81,13;14,14;15
81,28;33.2,29;30.2
81,9;12,10;10
81,12;12,11;11
81,15;18,14;17
81,7;8,6;7
81,9;12,11;12
81,9;12,13;13
81,17;20,20;20
81,14;14,13;15
81,17;18,17;17
81,8;8,8;8
81,13;14,12;15
81,12;12,10;12
81,21;24,22;22
82,13;14,10;13
82,28;33.2,30;32
82,9;12,8;10
82,12;12,12;13
82,15;18,15;16
82,7;8,7;10
82,9;12,8;10
82,9;12,11;13
82,17;20,17;23
82,14;14,13;15.2
82,17;18,14;19
82,8;8,11;11
82,13;14,14;15
82,12;12,9;12
82,21;24,22;27
83,13;15,14;14
83,30;30,28;30.2
83,10;12,8;10
83,10;10,12;12
83,15;17,15;15
83,8;9.3,8;9.3
83,10;12,12;13
83,11;13,11;13
83,17;19,20;25
83,14;15.2,14;14
83,17;17,15;18
83,8;11,8;8
83,13;17,13;15
83,12;12,12;13
83,22;25,20;23
84,14;14,11;14
84,28;30.2,29;30
84,8;10,7;8
84,12;12,12;12
84,15;15,18;18
84,8;9.3,6;9.3
84,12;13,11;13
84,11;13,11;11
84,20;25,22;24
84,14;14,13;15.2
84,15;18,16;17
84,8;8,12;12
84,13;15,15;15
84,12;13,11;12
84,20;23,20;24
85,12;15,11;14
85,28;29,29;30
85,11;11,7;8
85,10;12,12;12
85,17;17,18;18
85,7;7,6;9.3
85,11;14,11;13
85,9;9,11;11
85,16;17,22;24
85,12;15.2,13;15.2
85,16;20,16;17
85,8;9,12;12
85,16;18,15;15
85,10;12,11;12
85,22;24,20;24
86,10;13,13;13
86,30;32,29;33.2
86,8;10,11;12
86,12;13,11;11
86,15;16,17;18
86,7;10,6;7
86,8;10,10;11
86,11;13,8;10
86,17;23,17;24
86,13;15.2,13.2;14
86,14;19,17;18
86,11;11,8;10
86,14;15,14;15
86,9;12,9;12
86,22;27,24;26
87,14;15,13;13
87,28;29,29;33.2
87,8;11,11;12
87,10;11,11;11
87,16;16,17;18
87,7;9,6;7
87,12;13,10;11
87,11;11,8;10
87,17;19,17;24
87,12;15.2,13.2;14
87,15;16,17;18
87,8;11,8;10
87,12;15,14;15
87,11;12,9;12
87,23;25,24;26
88,14;15,13;14
88,29;30.2,28;33.2
88,10;10,9;12
88,11;11,12;12
88,14;17,15;18
88,6;7,7;8
88,11;12,9;12
88,13;13,9;12
88,20;20,17;20
88,13;15,14;14
88,17;17,17;18
88,8;8,8;8
88,12;15,13;14
88,10;12,12;12
88,22;22,21;24
89,11;14,13;15
89,29;30,30;30
89,7;8,10;12
89,12;12,10;10
89,18;18,15;17
89,6;9.3,8;9.3
89,11;13,10;12
89,11;11,11;13
89,22;24,17;19
89,13;15.2,14;15.2
89,16;17,17;17
89,12;12,8;11
89,15;15,13;17
89,11;12,12;12
89,20;24,22;25
90,11;14,14;14
90,29;30,28;30.2
90,7;8,8;10
90,12;12,12;12
90,18;18,15;15
90,6;9.3,8;9.3
90,11;13,12;13
90,11;11,11;13
90,22;24,20;25
90,13;15.2,14;14
90,16;17,15;18
90,12;12,8;8
90,15;15,13;15
