Case,BLACK,CAUCASIAN,HISPANIC,ASIAN,MINIMUM,,Case,BLACK,CAUCASIAN,HISPANIC,ASIAN,MINIMUM,,Case,BLACK,CAUCASIAN,HISPANIC,ASIAN,MINIMUM,,Case,BLACK,CAUCASIAN,HISPANIC,ASIAN,MINIMUM
1,2.06559916712e-06,4.81900615896e-07,5.48772027176e-07,5.98738485864e-07,4.81900615896e-07,,1,59588946853.1,16952692201.4,3878451928.57,10456144965.6,3878451928.57,,
2,2.94623923519e-14,8.31006472359e-15,2.40818159031e-14,2.16844508632e-13,8.31006472359e-15,,2,7.09935499376e+12,1.30211511424e+11,6.88627016459e+12,1.26953147237e+14,1.30211511424e+11,,
3,1.71797250819e+14,3.124170585e+12,1.83981683618e+12,3.08463194056e+11,3.08463194056e+11,,3,0.00020301108371,5.02009875498e-06,6.75946764327e-06,0.000752501302257,5.02009875498e-06,,
4,120875173.786,5222468.78444,4206243.09834,181975.331231,181975.331231,,4,2.58671316116e+16,4.54513818917e+14,4.49340542425e+14,1.64248044592e+13,1.64248044592e+13,,
5,19902.1570151,3152.41142312,8370.15538587,1258.88508265,1258.88508265,,5,2.11789605434e+12,1.58495049363e+12,8.91891290677e+11,1.76097851662e+11,1.76097851662e+11,,
6,43.9039810543,5.39024185334,10.010674629,1537.46142334,5.39024185334,,6,1.5418548098e+11,6955563859.32,1.36740937704e+11,5.87494569627e+14,6955563859.32,,
7,107722.708673,1894500.22241,875079.23006,714920.45428,107722.708673,,7,85441841.5588,21795173.018,50007973.3935,1118456870.66,21795173.018,,
8,9002296630.88,20007817.4807,827441463.219,8958990923.99,20007817.4807,,8,1.62879046459e+12,32268478102.3,23339681103.1,1.63340340164e+13,23339681103.1,,
9,1.85369971851e-16,1.86743417554e-17,2.78409570239e-17,6.13246777866e-17,1.86743417554e-17,,9,1.21805024505e-24,3.85499742594e-26,8.33249509751e-26,5.05097811271e-26,3.85499742594e-26,,
10,3.2895585577e-18,4.53567270972e-19,1.32526047068e-18,3.51514291949e-17,4.53567270972e-19,,10,1.48736456823e+15,2.0643593381e+12,7.48860234295e+12,2.4862614896e+14,2.0643593381e+12,,
11,0.866583290729,0.0754589966407,1.47361445352,103.623870261,0.0754589966407,,11,3.35323620313e+13,37917390724.0,1.4560197182e+11,4.53654367359e+12,37917390724.0,,
12,14.0986061454,0.122745012261,0.348444079224,1.15192689118,0.122745012261,,12,1.6029865232e-11,9.20263826882e-13,1.00032057102e-11,6.03304911193e-11,9.20263826882e-13,,
