Case Name:,259_
Locus:,D19
Quant:,27
Pn size:,2
Pd size:,2
Dedicible?,NO
Race:,HISPANIC
Known(s) Pn:
,Person 1,(12; 15.2)
Known(s) Pn:
,No Knowns Pd
,
Replicate(s):
,Replicate 1,10;12;13;15.2;
,Replicate 2,11;12;14;14.2;15;15.2;
,Replicate 3,12;13;14;15.2;


Genotype Freq:
,(10; 10),(0.009; 0.009),0.00034857
,(10; 11),(0.009; 0.009),0.000162
,(10; 12),(0.009; 0.062),0.001116
,(10; 13),(0.009; 0.16),0.00288
,(10; 14),(0.009; 0.317),0.005706
,(10; 14.2),(0.009; 0.05),0.0009
,(10; 15),(0.009; 0.135),0.00243
,(10; 15.2),(0.009; 0.088),0.001584
,(10; -1),(0.009; 0.17),0.00306
,(11; 11),(0.009; 0.009),0.00034857
,(11; 12),(0.009; 0.062),0.001116
,(11; 13),(0.009; 0.16),0.00288
,(11; 14),(0.009; 0.317),0.005706
,(11; 14.2),(0.009; 0.05),0.0009
,(11; 15),(0.009; 0.135),0.00243
,(11; 15.2),(0.009; 0.088),0.001584
,(11; -1),(0.009; 0.17),0.00306
,(12; 12),(0.062; 0.062),0.00558868
,(12; 13),(0.062; 0.16),0.01984
,(12; 14),(0.062; 0.317),0.039308
,(12; 14.2),(0.062; 0.05),0.0062
,(12; 15),(0.062; 0.135),0.01674
,(12; 15.2),(0.062; 0.088),0.010912
,(12; -1),(0.062; 0.17),0.02108
,(13; 13),(0.16; 0.16),0.029632
,(13; 14),(0.16; 0.317),0.10144
,(13; 14.2),(0.16; 0.05),0.016
,(13; 15),(0.16; 0.135),0.0432
,(13; 15.2),(0.16; 0.088),0.02816
,(13; -1),(0.16; 0.17),0.0544
,(14; 14),(0.317; 0.317),0.106984
,(14; 14.2),(0.317; 0.05),0.0317
,(14; 15),(0.317; 0.135),0.08559
,(14; 15.2),(0.317; 0.088),0.055792
,(14; -1),(0.317; 0.17),0.10778
,(14.2; 14.2),(0.05; 0.05),0.003925
,(14.2; 15),(0.05; 0.135),0.0135
,(14.2; 15.2),(0.05; 0.088),0.0088
,(14.2; -1),(0.05; 0.17),0.017
,(15; 15),(0.135; 0.135),0.0217283
,(15; 15.2),(0.135; 0.088),0.02376
,(15; -1),(0.135; 0.17),0.0459
,(15.2; 15.2),(0.088; 0.088),0.0101517
,(15.2; -1),(0.088; 0.17),0.02992
,(-1; -1),(0.17; 0.17),0.033133

Case:,259_,D19

Numerator:

,HET0:,0.646,,pC0:,0.96
,HET1:,0.3064,,pC1:,0.035
,HET2:,0.0476,,pC2:,0.005
,HOM0:,0.9708
,HOM1:,0.0292,,Theta:,0.03


Case:,259_,D19

Denominator:

,HET0:,0.646,,pC0:,0.96
,HET1:,0.3064,,pC1:,0.035
,HET2:,0.0476,,pC2:,0.005
,HOM0:,0.9708
,HOM1:,0.0292,,Theta:,0.03


HISPANIC

,,LR:,14.4442,,Pn:,2.99708e-07,,Pd:,2.07494e-08

,LR:,0.00054433,,Pn:,1.12945e-11,,Pd:,2.07494e-08,,(10; 10),,1,Uknown(s) Pn,,2,Uknown(s) Pd
