Case Name,Locus,Race,,LR,Pn,Pd,,Time (seconds),,Pn HET0,Pn HET1,Pn HET2,Pn HOM0,Pn HOM1,,Pd HET0,Pd HET1,Pd HET2,Pd HOM0,Pd HOM1
451_,D13,ASIAN,,8.0085,0.00218289,0.000272572,,41.322,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
451_,D13,BLACK,,0.928193,0.00514763,0.00554586,,41.554,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
451_,D13,CAUCASIAN,,1.65477,0.00718925,0.00434456,,41.561,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
451_,D16,CAUCASIAN,,0.0540815,1.29803e-05,0.000240014,,8.252,,0.86,0.12,0.02,0.98,0.02,,0.86,0.12,0.02,0.98,0.02
451_,D16,BLACK,,0.047647,4.55204e-05,0.000955368,,8.283,,0.86,0.12,0.02,0.98,0.02,,0.86,0.12,0.02,0.98,0.02
451_,D16,HISPANIC,,0.0542753,4.57903e-05,0.000843667,,8.237,,0.86,0.12,0.02,0.98,0.02,,0.86,0.12,0.02,0.98,0.02
451_,D16,ASIAN,,0.047138,7.37241e-05,0.00156401,,8.231,,0.86,0.12,0.02,0.98,0.02,,0.86,0.12,0.02,0.98,0.02
451_,D2,BLACK,,8.09941,0.000402477,4.96921e-05,,39.89,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
451_,D2,CAUCASIAN,,5.19644,0.000157288,3.02683e-05,,39.841,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
451_,D2,HISPANIC,,6.98612,0.000160651,2.29958e-05,,40.136,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
451_,D2,ASIAN,,8.39068,0.000120258,1.43323e-05,,40.197,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
451_,D19,CAUCASIAN,,1.7003,0.0171142,0.0100654,,8.263,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
451_,D19,BLACK,,5.23086,0.00642854,0.00122897,,8.302,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
451_,D19,HISPANIC,,3.08521,0.00687272,0.00222764,,8.307,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
451_,D19,ASIAN,,4.21259,0.00805418,0.00191193,,8.244,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
451_,vWA,BLACK,,0.94873,0.00151985,0.00160199,,16.454,,0.9,0.08,0.02,0.98,0.02,,0.9,0.08,0.02,0.98,0.02
451_,vWA,CAUCASIAN,,1.21163,0.00120742,0.00099652,,16.519,,0.9,0.08,0.02,0.98,0.02,,0.9,0.08,0.02,0.98,0.02
451_,vWA,HISPANIC,,0.913359,0.00128786,0.00141002,,16.495,,0.9,0.08,0.02,0.98,0.02,,0.9,0.08,0.02,0.98,0.02
451_,vWA,ASIAN,,1.53859,0.000285289,0.000185422,,16.525,,0.9,0.08,0.02,0.98,0.02,,0.9,0.08,0.02,0.98,0.02
451_,TPOX,BLACK,,3.88552,0.00893009,0.0022983,,8.242,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
451_,TPOX,CAUCASIAN,,5.47059,0.0139208,0.00254466,,8.275,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
451_,TPOX,HISPANIC,,5.20799,0.00581949,0.00111742,,8.274,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
451_,TPOX,ASIAN,,7.63632,0.00609151,0.000797703,,8.272,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
451_,D18,BLACK,,8.54678,0.00046556,5.4472e-05,,40.761,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
451_,D18,CAUCASIAN,,2.34003,0.000358739,0.000153305,,41.035,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
451_,D18,HISPANIC,,3.47738,0.000666004,0.000191525,,40.981,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
451_,D18,ASIAN,,3.11931,0.000844429,0.000270711,,41.062,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
451_,D5,BLACK,,3.44913,0.0201907,0.00585386,,16.465,,0.77,0.21,0.02,0.98,0.02,,0.77,0.21,0.02,0.98,0.02
451_,D5,HISPANIC,,3.60903,0.0166002,0.00459963,,16.571,,0.77,0.21,0.02,0.98,0.02,,0.77,0.21,0.02,0.98,0.02
451_,D5,CAUCASIAN,,2.75172,0.0237788,0.00864143,,16.629,,0.77,0.21,0.02,0.98,0.02,,0.77,0.21,0.02,0.98,0.02
451_,D5,ASIAN,,1.18062,0.0101957,0.00863595,,16.612,,0.77,0.21,0.02,0.98,0.02,,0.77,0.21,0.02,0.98,0.02
451_,FGA,BLACK,,11.6181,0.00077527,6.67293e-05,,41.391,,0.68,0.3,0.02,0.98,0.02,,0.68,0.3,0.02,0.98,0.02
451_,FGA,HISPANIC,,7.80577,0.000592456,7.58998e-05,,41.799,,0.68,0.3,0.02,0.98,0.02,,0.68,0.3,0.02,0.98,0.02
451_,FGA,CAUCASIAN,,3.59995,0.000623294,0.000173139,,41.866,,0.68,0.3,0.02,0.98,0.02,,0.68,0.3,0.02,0.98,0.02
451_,FGA,ASIAN,,12.8061,0.00161476,0.000126093,,41.85,,0.68,0.3,0.02,0.98,0.02,,0.68,0.3,0.02,0.98,0.02
Overall:,15 Files,BLACK,,1.1788e+07,2.87186e-36,2.43626e-43,,310.696
Overall:,15 Files,CAUCASIAN,,42672.3,3.84087e-36,9.00084e-41,,310.696
Overall:,15 Files,HISPANIC,,107742,4.38455e-36,4.06948e-41,,310.696
Overall:,15 Files,ASIAN,,3.60043e+06,1.08028e-37,3.00043e-44,,310.696
452_,D8,CAUCASIAN,,2.09123,0.00143748,0.000687384,,40.878,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
452_,D8,ASIAN,,1.39692,0.00135207,0.000967894,,41.006,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
452_,D8,BLACK,,3.29356,0.000129757,3.93971e-05,,41.206,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
452_,D8,HISPANIC,,3.12938,0.00167932,0.000536629,,41.338,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
452_,D21,BLACK,,0.597276,6.79124e-05,0.000113704,,41.13,,0.75,0.23,0.02,0.98,0.02,,0.75,0.23,0.02,0.98,0.02
452_,D21,CAUCASIAN,,1.14243,7.41011e-05,6.48628e-05,,41.362,,0.75,0.23,0.02,0.98,0.02,,0.75,0.23,0.02,0.98,0.02
452_,D21,HISPANIC,,1.27497,9.48415e-05,7.43875e-05,,41.509,,0.75,0.23,0.02,0.98,0.02,,0.75,0.23,0.02,0.98,0.02
452_,D21,ASIAN,,4.01527,4.34882e-05,1.08307e-05,,41.488,,0.75,0.23,0.02,0.98,0.02,,0.75,0.23,0.02,0.98,0.02
452_,D7,BLACK,,2.95975,0.0723833,0.0244559,,8.211,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
452_,D7,CAUCASIAN,,3.13813,0.040334,0.0128529,,8.293,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
452_,D7,HISPANIC,,2.63174,0.0542031,0.0205959,,8.294,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
452_,D7,ASIAN,,3.77383,0.0324299,0.00859336,,8.265,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
452_,CSF,BLACK,,1.32475,0.00142279,0.001074,,16.351,,0.775,0.205,0.02,0.98,0.02,,0.775,0.205,0.02,0.98,0.02
452_,CSF,CAUCASIAN,,0.990907,0.00190488,0.00192236,,16.47,,0.775,0.205,0.02,0.98,0.02,,0.775,0.205,0.02,0.98,0.02
452_,CSF,HISPANIC,,1.06547,0.00164031,0.00153952,,16.456,,0.775,0.205,0.02,0.98,0.02,,0.775,0.205,0.02,0.98,0.02
452_,CSF,ASIAN,,1.39398,0.00124696,0.00089453,,16.44,,0.775,0.205,0.02,0.98,0.02,,0.775,0.205,0.02,0.98,0.02
452_,D3,BLACK,,5.31955,0.0862525,0.0162142,,8.246,,0.927,0.053,0.02,0.98,0.02,,0.927,0.053,0.02,0.98,0.02
452_,D3,CAUCASIAN,,2.94482,0.0992456,0.0337018,,8.278,,0.927,0.053,0.02,0.98,0.02,,0.927,0.053,0.02,0.98,0.02
452_,D3,ASIAN,,9.99908,0.0912864,0.00912948,,8.253,,0.927,0.053,0.02,0.98,0.02,,0.927,0.053,0.02,0.98,0.02
452_,D3,HISPANIC,,9.78762,0.0569352,0.00581707,,8.297,,0.927,0.053,0.02,0.98,0.02,,0.927,0.053,0.02,0.98,0.02
452_,TH01,BLACK,,1.83153,0.00994642,0.00543066,,16.806,,0.839,0.141,0.02,0.98,0.02,,0.839,0.141,0.02,0.98,0.02
452_,TH01,CAUCASIAN,,2.13123,0.0066877,0.00313795,,17.014,,0.839,0.141,0.02,0.98,0.02,,0.839,0.141,0.02,0.98,0.02
452_,TH01,ASIAN,,3.12129,0.000557135,0.000178495,,16.959,,0.839,0.141,0.02,0.98,0.02,,0.839,0.141,0.02,0.98,0.02
452_,TH01,HISPANIC,,1.47245,0.00814981,0.00553487,,17.041,,0.839,0.141,0.02,0.98,0.02,,0.839,0.141,0.02,0.98,0.02
452_,D13,BLACK,,4.6064,0.000123084,2.67202e-05,,8.153,,0.902,0.078,0.02,0.98,0.02,,0.902,0.078,0.02,0.98,0.02
452_,D13,CAUCASIAN,,3.40583,4.3988e-05,1.29155e-05,,8.157,,0.902,0.078,0.02,0.98,0.02,,0.902,0.078,0.02,0.98,0.02
452_,D13,HISPANIC,,2.34957,2.87445e-05,1.22339e-05,,8.145,,0.902,0.078,0.02,0.98,0.02,,0.902,0.078,0.02,0.98,0.02
452_,D13,ASIAN,,5.61005,1.89784e-05,3.38294e-06,,8.148,,0.902,0.078,0.02,0.98,0.02,,0.902,0.078,0.02,0.98,0.02
452_,D16,BLACK,,2.55625,0.0380937,0.0149022,,8.352,,0.854,0.126,0.02,0.98,0.02,,0.854,0.126,0.02,0.98,0.02
452_,D16,CAUCASIAN,,5.27661,0.0128897,0.00244281,,8.35,,0.854,0.126,0.02,0.98,0.02,,0.854,0.126,0.02,0.98,0.02
452_,D16,HISPANIC,,2.64386,0.0370521,0.0140144,,8.341,,0.854,0.126,0.02,0.98,0.02,,0.854,0.126,0.02,0.98,0.02
452_,D16,ASIAN,,1.9877,0.0584842,0.0294231,,8.355,,0.854,0.126,0.02,0.98,0.02,,0.854,0.126,0.02,0.98,0.02
452_,D2,BLACK,,5.56494,0.0031595,0.000567752,,41.521,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
452_,D2,HISPANIC,,9.13452,0.00504128,0.000551894,,41.836,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
452_,D2,CAUCASIAN,,3.57967,0.00523505,0.00146244,,41.846,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
452_,D2,ASIAN,,6.05464,0.000858506,0.000141793,,41.781,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
452_,D19,BLACK,,1.37478,0.000369185,0.000268542,,16.622,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
452_,D19,CAUCASIAN,,0.839045,0.00204838,0.00244133,,16.673,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
452_,D19,HISPANIC,,1.54974,0.00140862,0.00090894,,16.723,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
452_,D19,ASIAN,,1.24277,0.00129999,0.00104604,,16.751,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
452_,vWA,BLACK,,0.0355675,0.000201213,0.00565721,,5.828,,0.897,0.083,0.02,0.98,0.02,,0.897,0.083,0.02,0.98,0.02
452_,vWA,CAUCASIAN,,0.0374689,0.000115649,0.00308653,,5.82,,0.897,0.083,0.02,0.98,0.02,,0.897,0.083,0.02,0.98,0.02
452_,vWA,HISPANIC,,0.0479064,8.39026e-05,0.00175139,,5.825,,0.897,0.083,0.02,0.98,0.02,,0.897,0.083,0.02,0.98,0.02
452_,vWA,ASIAN,,0.0590964,1.69394e-05,0.00028664,,5.807,,0.897,0.083,0.02,0.98,0.02,,0.897,0.083,0.02,0.98,0.02
452_,TPOX,BLACK,,0.865086,0.0712002,0.0823042,,16.85,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
452_,TPOX,CAUCASIAN,,0.825335,0.0187174,0.0226785,,16.847,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
452_,TPOX,ASIAN,,0.631477,0.0226177,0.0358172,,16.891,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
452_,TPOX,HISPANIC,,0.67778,0.0242764,0.0358175,,16.979,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
452_,D18,BLACK,,7.67663,0.0118055,0.00153784,,8.295,,0.834,0.146,0.02,0.98,0.02,,0.834,0.146,0.02,0.98,0.02
452_,D18,HISPANIC,,3.90071,0.0150593,0.00386065,,8.288,,0.834,0.146,0.02,0.98,0.02,,0.834,0.146,0.02,0.98,0.02
452_,D18,CAUCASIAN,,3.66878,0.0105744,0.00288225,,8.301,,0.834,0.146,0.02,0.98,0.02,,0.834,0.146,0.02,0.98,0.02
452_,D18,ASIAN,,4.14465,0.00904345,0.00218196,,8.262,,0.834,0.146,0.02,0.98,0.02,,0.834,0.146,0.02,0.98,0.02
452_,D5,CAUCASIAN,,2.79722,0.000966563,0.000345545,,8.208,,0.77,0.21,0.02,0.98,0.02,,0.77,0.21,0.02,0.98,0.02
452_,D5,HISPANIC,,3.24372,0.000527098,0.000162498,,8.239,,0.77,0.21,0.02,0.98,0.02,,0.77,0.21,0.02,0.98,0.02
452_,D5,BLACK,,2.94004,0.000829555,0.000282157,,8.23,,0.77,0.21,0.02,0.98,0.02,,0.77,0.21,0.02,0.98,0.02
452_,D5,ASIAN,,4.6369,0.000543195,0.000117146,,8.2,,0.77,0.21,0.02,0.98,0.02,,0.77,0.21,0.02,0.98,0.02
452_,FGA,BLACK,,7.09073,0.00388639,0.000548094,,16.758,,0.679,0.301,0.02,0.98,0.02,,0.679,0.301,0.02,0.98,0.02
452_,FGA,CAUCASIAN,,6.71517,0.00280257,0.000417349,,16.77,,0.679,0.301,0.02,0.98,0.02,,0.679,0.301,0.02,0.98,0.02
452_,FGA,ASIAN,,11.4794,0.00281197,0.000244959,,16.747,,0.679,0.301,0.02,0.98,0.02,,0.679,0.301,0.02,0.98,0.02
452_,FGA,HISPANIC,,7.05491,0.00391011,0.000554239,,16.887,,0.679,0.301,0.02,0.98,0.02,,0.679,0.301,0.02,0.98,0.02
Overall:,15 Files,BLACK,,33335.3,2.32179e-39,6.96497e-44,,269.399
Overall:,15 Files,CAUCASIAN,,5363.34,2.04781e-39,3.81816e-43,,269.399
Overall:,15 Files,HISPANIC,,41095.3,3.14165e-39,7.6448e-44,,269.399
Overall:,15 Files,ASIAN,,636160,7.92802e-43,1.24623e-48,,269.399
453_,D8,CAUCASIAN,,1.45006,0.00295305,0.0020365,,41.395,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
453_,D8,HISPANIC,,1.43639,0.00183481,0.00127738,,41.857,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
453_,D8,ASIAN,,1.75885,0.00776026,0.00441212,,41.926,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
453_,D8,BLACK,,2.55378,0.00353386,0.00138378,,42.253,,0.84,0.14,0.02,0.98,0.02,,0.84,0.14,0.02,0.98,0.02
453_,D21,BLACK,,23.473,0.00266896,0.000113704,,41.483,,0.75,0.23,0.02,0.98,0.02,,0.75,0.23,0.02,0.98,0.02
453_,D21,CAUCASIAN,,82.6064,0.00535808,6.48628e-05,,41.898,,0.75,0.23,0.02,0.98,0.02,,0.75,0.23,0.02,0.98,0.02
453_,D21,HISPANIC,,72.0265,0.00535787,7.43875e-05,,41.897,,0.75,0.23,0.02,0.98,0.02,,0.75,0.23,0.02,0.98,0.02
453_,D21,ASIAN,,140.258,0.00151909,1.08307e-05,,41.842,,0.75,0.23,0.02,0.98,0.02,,0.75,0.23,0.02,0.98,0.02
453_,D7,HISPANIC,,0.0429754,4.86666e-06,0.000113243,,5.762,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
453_,D7,BLACK,,0.0276873,1.09549e-05,0.000395665,,5.823,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
453_,D7,ASIAN,,0.111493,1.14473e-06,1.02673e-05,,5.783,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
453_,D7,CAUCASIAN,,0.0398258,4.95664e-06,0.000124458,,5.823,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
453_,CSF,BLACK,,0.215967,0.00229759,0.0106386,,5.83,,0.76,0.22,0.02,0.98,0.02,,0.76,0.22,0.02,0.98,0.02
453_,CSF,CAUCASIAN,,0.139704,0.0040051,0.0286685,,5.837,,0.76,0.22,0.02,0.98,0.02,,0.76,0.22,0.02,0.98,0.02
453_,CSF,ASIAN,,0.158953,0.00423099,0.0266179,,5.805,,0.76,0.22,0.02,0.98,0.02,,0.76,0.22,0.02,0.98,0.02
453_,CSF,HISPANIC,,0.148946,0.00435021,0.0292066,,5.838,,0.76,0.22,0.02,0.98,0.02,,0.76,0.22,0.02,0.98,0.02
453_,D3,CAUCASIAN,,1.79887,0.166985,0.0928276,,8.249,,0.924,0.056,0.02,0.98,0.02,,0.924,0.056,0.02,0.98,0.02
453_,D3,BLACK,,1.54474,0.286508,0.185474,,8.414,,0.924,0.056,0.02,0.98,0.02,,0.924,0.056,0.02,0.98,0.02
453_,D3,HISPANIC,,1.7282,0.30216,0.174841,,8.358,,0.924,0.056,0.02,0.98,0.02,,0.924,0.056,0.02,0.98,0.02
453_,D3,ASIAN,,1.442,0.39465,0.273682,,8.359,,0.924,0.056,0.02,0.98,0.02,,0.924,0.056,0.02,0.98,0.02
453_,TH01,CAUCASIAN,,4.12854,0.0490871,0.0118897,,8.247,,0.838,0.142,0.02,0.98,0.02,,0.838,0.142,0.02,0.98,0.02
453_,TH01,BLACK,,1.31258,0.055058,0.0419464,,8.285,,0.838,0.142,0.02,0.98,0.02,,0.838,0.142,0.02,0.98,0.02
453_,TH01,HISPANIC,,3.11495,0.0524193,0.0168283,,8.247,,0.838,0.142,0.02,0.98,0.02,,0.838,0.142,0.02,0.98,0.02
453_,TH01,ASIAN,,7.06581,0.00425292,0.000601901,,8.247,,0.838,0.142,0.02,0.98,0.02,,0.838,0.142,0.02,0.98,0.02
453_,D13,BLACK,,1.17864,0.0198088,0.0168065,,8.312,,0.894,0.086,0.02,0.98,0.02,,0.894,0.086,0.02,0.98,0.02
453_,D13,CAUCASIAN,,1.46741,0.11811,0.0804889,,8.31,,0.894,0.086,0.02,0.98,0.02,,0.894,0.086,0.02,0.98,0.02
453_,D13,HISPANIC,,1.91874,0.0531256,0.0276878,,8.33,,0.894,0.086,0.02,0.98,0.02,,0.894,0.086,0.02,0.98,0.02
453_,D13,ASIAN,,2.12379,0.0623717,0.0293682,,8.313,,0.894,0.086,0.02,0.98,0.02,,0.894,0.086,0.02,0.98,0.02
453_,D16,BLACK,,2.2786,0.00545191,0.00239266,,8.285,,0.848,0.132,0.02,0.98,0.02,,0.848,0.132,0.02,0.98,0.02
453_,D16,CAUCASIAN,,1.62121,0.0128272,0.00791208,,8.304,,0.848,0.132,0.02,0.98,0.02,,0.848,0.132,0.02,0.98,0.02
453_,D16,HISPANIC,,2.74875,0.003665,0.00133334,,8.255,,0.848,0.132,0.02,0.98,0.02,,0.848,0.132,0.02,0.98,0.02
453_,D16,ASIAN,,2.58034,0.00368379,0.00142764,,8.256,,0.848,0.132,0.02,0.98,0.02,,0.848,0.132,0.02,0.98,0.02
453_,D2,HISPANIC,,0.550975,6.06188e-05,0.000110021,,99.38,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
453_,D2,ASIAN,,0.700507,1.13788e-05,1.62436e-05,,100.074,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
453_,D2,CAUCASIAN,,0.95653,2.54028e-05,2.65573e-05,,100.228,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
453_,D2,BLACK,,1.09896,1.99874e-05,1.81875e-05,,100.331,,0.88,0.1,0.02,0.98,0.02,,0.88,0.1,0.02,0.98,0.02
453_,D19,HISPANIC,,25.9402,0.00163204,6.29157e-05,,106.653,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
453_,D19,BLACK,,89.9409,0.00231989,2.57935e-05,,106.844,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
453_,D19,ASIAN,,28.2977,0.000514524,1.81826e-05,,107.578,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
453_,D19,CAUCASIAN,,24.5063,0.000791189,3.22851e-05,,110.952,,0.8,0.18,0.02,0.98,0.02,,0.8,0.18,0.02,0.98,0.02
453_,vWA,HISPANIC,,2.51773,0.0145106,0.00576337,,18.276,,0.894,0.086,0.02,0.98,0.02,,0.894,0.086,0.02,0.98,0.02
453_,vWA,ASIAN,,6.8378,0.0616744,0.00901962,,18.314,,0.894,0.086,0.02,0.98,0.02,,0.894,0.086,0.02,0.98,0.02
453_,vWA,CAUCASIAN,,2.09339,0.0413207,0.0197387,,18.408,,0.894,0.086,0.02,0.98,0.02,,0.894,0.086,0.02,0.98,0.02
453_,vWA,BLACK,,1.7467,0.0101713,0.00582316,,18.961,,0.894,0.086,0.02,0.98,0.02,,0.894,0.086,0.02,0.98,0.02
453_,TPOX,CAUCASIAN,,2.51985,0.0571463,0.0226785,,17.608,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
453_,TPOX,HISPANIC,,1.80009,0.0644746,0.0358175,,17.859,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
453_,TPOX,ASIAN,,1.37603,0.0492856,0.0358172,,17.763,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
453_,TPOX,BLACK,,1.16608,0.0959733,0.0823042,,18.279,,0.87,0.11,0.02,0.98,0.02,,0.87,0.11,0.02,0.98,0.02
453_,D18,CAUCASIAN,,0.0693569,6.273e-05,0.000904453,,17.964,,0.828,0.152,0.02,0.98,0.02,,0.828,0.152,0.02,0.98,0.02
453_,D18,HISPANIC,,0.0658582,0.000129736,0.00196993,,18.368,,0.828,0.152,0.02,0.98,0.02,,0.828,0.152,0.02,0.98,0.02
