Case Name,Locus,Race,,LR,Pn,Pd,,Time (seconds),,Pn HET0,Pn HET1,Pn HET2,Pn HOM0,Pn HOM1,,Pd HET0,Pd HET1,Pd HET2,Pd HOM0,Pd HOM1
401_,D2,ASIAN,,9.25816,0.00367419,0.000396859,,10.886,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D2,HISPANIC,,4.06413,0.0138231,0.00340124,,10.926,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D2,CAUCASIAN,,3.69331,0.00720596,0.00195108,,11.054,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D19,ASIAN,,6.36417,0.0148511,0.00233355,,27.441,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D19,HISPANIC,,2.5364,0.0101809,0.0040139,,27.773,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D19,BLACK,,2.08976,0.00458778,0.00219537,,27.83,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D19,CAUCASIAN,,1.93327,0.00120663,0.000624138,,27.979,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,vWA,ASIAN,,0.302565,0.0115144,0.0380559,,27.696,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,vWA,BLACK,,0.426937,0.00181438,0.00424975,,27.806,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,vWA,HISPANIC,,0.367958,0.00521225,0.0141653,,28.014,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,vWA,CAUCASIAN,,0.297794,0.005827,0.0195672,,28.174,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,TPOX,CAUCASIAN,,1.68868,0.277583,0.164378,,5.214,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,TPOX,ASIAN,,1.38948,0.41779,0.300682,,5.214,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,TPOX,BLACK,,1.6355,0.249485,0.152544,,5.278,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,TPOX,HISPANIC,,2.09376,0.307828,0.147021,,5.275,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D18,ASIAN,,6.50888,0.000456569,7.01456e-05,,10.741,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D18,BLACK,,2.77826,0.00352422,0.0012685,,10.816,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D18,CAUCASIAN,,4.55421,0.00164925,0.000362139,,10.828,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D18,HISPANIC,,3.49521,0.00136161,0.000389566,,10.934,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D5,BLACK,,1.70732,0.293086,0.171664,,5.21,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D5,ASIAN,,3.3576,0.107135,0.0319084,,5.258,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D5,HISPANIC,,1.92778,0.271063,0.140609,,5.302,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,D5,CAUCASIAN,,1.55411,0.342871,0.220623,,5.346,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,FGA,ASIAN,,5.90329,0.00235567,0.000399044,,10.941,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,FGA,BLACK,,6.99842,0.00289659,0.000413893,,11.043,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,FGA,CAUCASIAN,,2.95176,0.00246755,0.00083596,,11.329,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
401_,FGA,HISPANIC,,2.6664,0.00262136,0.00098311,,11.816,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
Overall:,15 Files,BLACK,,1.75558e+07,2.76435e-24,1.57461e-31,,171.774
Overall:,15 Files,CAUCASIAN,,270889,5.57846e-25,2.05932e-30,,171.774
Overall:,15 Files,HISPANIC,,844193,9.7794e-25,1.15843e-30,,171.774
Overall:,15 Files,ASIAN,,4.26181e+08,2.1897e-27,5.13796e-36,,171.774
402_,D8,CAUCASIAN,,6.64252,0.0731145,0.011007,,10.795,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D8,ASIAN,,5.20388,0.0529303,0.0101713,,10.83,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D8,HISPANIC,,6.23337,0.0783428,0.0125683,,10.908,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D8,BLACK,,5.28798,0.188317,0.0356122,,11.404,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D21,HISPANIC,,4.27459,0.0395493,0.00925218,,10.795,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D21,CAUCASIAN,,4.94276,0.0600905,0.0121573,,10.911,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D21,ASIAN,,4.28816,0.0155381,0.00362349,,10.921,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D21,BLACK,,21.72,0.0420003,0.00193371,,11.368,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D7,CAUCASIAN,,3.12271,0.0686191,0.0219742,,3.681,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D7,HISPANIC,,3.35481,0.0594618,0.0177243,,3.684,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D7,ASIAN,,3.83135,0.0571383,0.0149134,,3.705,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D7,BLACK,,3.30536,0.0660536,0.0199838,,3.823,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,CSF,CAUCASIAN,,0.985587,0.00181859,0.00184519,,10.78,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,CSF,HISPANIC,,1.03559,0.000633895,0.000612108,,10.891,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,CSF,ASIAN,,1.30009,0.00186476,0.00143434,,10.937,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,CSF,BLACK,,1.01465,0.00289187,0.00285012,,11.184,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D3,HISPANIC,,1.95449,0.227056,0.116171,,10.885,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D3,ASIAN,,3.8649,0.275006,0.0711548,,10.937,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D3,CAUCASIAN,,2.63352,0.185572,0.0704654,,10.978,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D3,BLACK,,3.05786,0.237764,0.0777551,,11.432,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,TH01,HISPANIC,,1.12034,0.00596414,0.00532354,,10.907,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,TH01,ASIAN,,1.749,0.00105494,0.000603167,,11.089,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,TH01,CAUCASIAN,,0.865054,0.00403466,0.00466405,,11.153,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,TH01,BLACK,,2.45371,0.00284719,0.00116036,,11.592,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D13,HISPANIC,,4.12714,0.0262506,0.00636048,,3.652,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D13,CAUCASIAN,,4.48827,0.0158834,0.00353887,,3.68,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D13,ASIAN,,21.8687,0.000637269,2.91408e-05,,3.647,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D13,BLACK,,3.08201,0.0433941,0.0140798,,4.054,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D16,HISPANIC,,4.36271,0.0356362,0.00816836,,3.622,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D16,CAUCASIAN,,2.27027,0.130452,0.0574609,,3.716,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D16,ASIAN,,4.1303,0.0399675,0.00967665,,3.767,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D16,BLACK,,3.67775,0.0505457,0.0137437,,4.006,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D2,HISPANIC,,4.06413,0.0138231,0.00340124,,10.96,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D2,ASIAN,,9.25816,0.00367419,0.000396859,,10.993,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D2,CAUCASIAN,,3.69331,0.00720596,0.00195108,,11.03,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D2,BLACK,,6.41304,0.00624507,0.000973807,,11.114,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D19,CAUCASIAN,,1.93327,0.00120663,0.000624138,,26.967,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D19,ASIAN,,6.36417,0.0148511,0.00233355,,27.122,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D19,HISPANIC,,2.5364,0.0101809,0.0040139,,27.372,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D19,BLACK,,2.08976,0.00458778,0.00219537,,27.959,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,vWA,HISPANIC,,0.367958,0.00521225,0.0141653,,27.142,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,vWA,ASIAN,,0.302565,0.0115144,0.0380559,,27.732,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,vWA,CAUCASIAN,,0.297794,0.005827,0.0195672,,27.844,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,vWA,BLACK,,0.426937,0.00181438,0.00424975,,28.878,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,TPOX,ASIAN,,1.38948,0.41779,0.300682,,5.24,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,TPOX,CAUCASIAN,,1.68868,0.277583,0.164378,,5.289,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,TPOX,HISPANIC,,2.09376,0.307828,0.147021,,5.344,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,TPOX,BLACK,,1.6355,0.249485,0.152544,,5.686,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D18,ASIAN,,6.59364,9.76834e-06,1.48148e-06,,10.929,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D18,HISPANIC,,3.54942,2.92583e-05,8.24312e-06,,11.05,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D18,CAUCASIAN,,4.59405,3.4914e-05,7.59982e-06,,11.156,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D18,BLACK,,2.80993,7.52825e-05,2.67916e-05,,11.685,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D5,HISPANIC,,1.92778,0.271063,0.140609,,5.216,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D5,ASIAN,,3.3576,0.107135,0.0319084,,5.223,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D5,CAUCASIAN,,1.55411,0.342871,0.220623,,5.33,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,D5,BLACK,,1.70732,0.293086,0.171664,,5.635,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,FGA,CAUCASIAN,,2.95176,0.00246755,0.00083596,,11.018,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,FGA,HISPANIC,,2.6664,0.00262136,0.00098311,,11.011,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,FGA,ASIAN,,5.90329,0.00235567,0.000399044,,11.038,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
402_,FGA,BLACK,,6.99842,0.00289659,0.000413893,,11.509,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
Overall:,15 Files,BLACK,,1.02926e+07,1.85944e-27,1.80659e-34,,174.353
Overall:,15 Files,CAUCASIAN,,177499,3.53347e-28,1.9907e-33,,174.353
Overall:,15 Files,HISPANIC,,528829,6.94501e-28,1.31328e-33,,174.353
Overall:,15 Files,ASIAN,,2.19704e+08,4.19025e-31,1.90723e-39,,174.353
403_,D8,CAUCASIAN,,6.64252,0.0731145,0.011007,,10.846,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D8,HISPANIC,,6.23337,0.0783428,0.0125683,,10.876,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D8,ASIAN,,5.20388,0.0529303,0.0101713,,10.871,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D8,BLACK,,5.28798,0.188317,0.0356122,,11.301,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D21,HISPANIC,,4.27459,0.0395493,0.00925218,,10.744,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D21,ASIAN,,4.28816,0.0155381,0.00362349,,10.82,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D21,CAUCASIAN,,4.94276,0.0600905,0.0121573,,10.946,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D21,BLACK,,21.72,0.0420003,0.00193371,,11.325,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D7,HISPANIC,,3.35481,0.0594618,0.0177243,,3.671,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D7,ASIAN,,3.83135,0.0571383,0.0149134,,3.664,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D7,CAUCASIAN,,3.12271,0.0686191,0.0219742,,3.768,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D7,BLACK,,3.30536,0.0660536,0.0199838,,3.845,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,CSF,ASIAN,,1.30009,0.00186476,0.00143434,,10.962,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,CSF,HISPANIC,,1.03559,0.000633895,0.000612108,,11.026,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,CSF,CAUCASIAN,,0.985587,0.00181859,0.00184519,,11.09,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,CSF,BLACK,,1.01465,0.00289187,0.00285012,,11.55,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D3,CAUCASIAN,,2.63352,0.185572,0.0704654,,10.776,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D3,HISPANIC,,1.95449,0.227056,0.116171,,10.799,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D3,ASIAN,,3.8649,0.275006,0.0711548,,10.866,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D3,BLACK,,3.05786,0.237764,0.0777551,,11.247,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,TH01,CAUCASIAN,,1.33175,0.134844,0.101253,,10.908,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,TH01,HISPANIC,,1.81618,0.180461,0.0993628,,11.018,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,TH01,ASIAN,,3.43688,0.117947,0.0343179,,11.025,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,TH01,BLACK,,4.23293,0.0904185,0.0213608,,11.438,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D13,BLACK,,3.08201,0.0433941,0.0140798,,3.638,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D13,HISPANIC,,4.12714,0.0262506,0.00636048,,3.653,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D13,CAUCASIAN,,4.48827,0.0158834,0.00353887,,3.702,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D13,ASIAN,,21.8687,0.000637269,2.91408e-05,,3.688,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D16,BLACK,,3.67775,0.0505457,0.0137437,,3.63,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D16,HISPANIC,,4.36271,0.0356362,0.00816836,,3.641,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D16,ASIAN,,4.1303,0.0399675,0.00967665,,3.642,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D16,CAUCASIAN,,2.27027,0.130452,0.0574609,,3.725,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D2,BLACK,,6.41304,0.00624507,0.000973807,,10.758,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D2,HISPANIC,,4.06413,0.0138231,0.00340124,,10.82,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D2,ASIAN,,9.25816,0.00367419,0.000396859,,10.828,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D2,CAUCASIAN,,3.69331,0.00720596,0.00195108,,10.92,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D19,HISPANIC,,2.5364,0.0101809,0.0040139,,27.135,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D19,ASIAN,,6.36417,0.0148511,0.00233355,,27.2,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D19,CAUCASIAN,,1.93327,0.00120663,0.000624138,,27.242,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D19,BLACK,,2.08976,0.00458778,0.00219537,,27.921,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,vWA,ASIAN,,0.302565,0.0115144,0.0380559,,27.147,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,vWA,HISPANIC,,0.367958,0.00521225,0.0141653,,27.261,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,vWA,CAUCASIAN,,0.297794,0.005827,0.0195672,,27.547,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,vWA,BLACK,,0.426937,0.00181438,0.00424975,,28.99,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,TPOX,HISPANIC,,2.09376,0.307828,0.147021,,5.262,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,TPOX,ASIAN,,1.38948,0.41779,0.300682,,5.276,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,TPOX,CAUCASIAN,,1.68868,0.277583,0.164378,,5.354,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,TPOX,BLACK,,1.6355,0.249485,0.152544,,5.524,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D18,HISPANIC,,3.49521,0.00136161,0.000389566,,10.73,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D18,CAUCASIAN,,4.55421,0.00164925,0.000362139,,10.854,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D18,ASIAN,,6.50888,0.000456569,7.01456e-05,,10.822,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
403_,D18,BLACK,,2.77826,0.00352422,0.0012685,,11.23,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
